machine_id,factory_id,machine_name,machine_type,installation_date,status
202,11,Machine_202,Welding,2019-07-13,MAINTENANCE
203,22,Machine_203,Packaging,2017-11-10,IDLE
204,20,Machine_204,Packaging,2016-09-04,MAINTENANCE
205,23,Machine_205,Testing,2020-09-26,MAINTENANCE
206,3,Machine_206,Painting,2019-09-05,IDLE
207,7,Machine_207,Painting,2018-02-28,IDLE
208,5,Machine_208,Assembly,2025-01-23,IDLE
209,8,Machine_209,Painting,2023-01-25,MAINTENANCE
210,24,Machine_210,Testing,2024-11-21,MAINTENANCE
211,11,Machine_211,Welding,2017-09-25,IDLE
212,21,Machine_212,Cutting,2026-02-27,RUNNING
213,21,Machine_213,CNC,2021-03-28,IDLE
214,12,Machine_214,CNC,2020-12-19,RUNNING
215,19,Machine_215,Assembly,2018-03-20,IDLE
216,6,Machine_216,Packaging,2020-03-06,MAINTENANCE
217,16,Machine_217,Cutting,2018-10-15,RUNNING
218,14,Machine_218,CNC,2020-03-27,MAINTENANCE
219,12,Machine_219,Welding,2020-02-23,MAINTENANCE
220,18,Machine_220,Cutting,2025-06-10,MAINTENANCE
221,6,Machine_221,Cutting,2021-05-29,RUNNING
222,16,Machine_222,Assembly,2018-06-28,RUNNING
223,5,Machine_223,Cutting,2019-11-15,MAINTENANCE
224,8,Machine_224,Welding,2024-05-25,RUNNING
225,18,Machine_225,Painting,2018-11-08,IDLE
226,4,Machine_226,Assembly,2018-11-23,RUNNING
227,13,Machine_227,Painting,2024-02-27,RUNNING
228,6,Machine_228,Cutting,2023-06-13,RUNNING
229,19,Machine_229,Cutting,2023-03-20,IDLE
230,5,Machine_230,Painting,2019-03-27,IDLE
231,25,Machine_231,Assembly,2023-03-08,RUNNING
232,21,Machine_232,Packaging,2020-06-28,RUNNING
233,9,Machine_233,Painting,2019-01-12,MAINTENANCE
234,6,Machine_234,Assembly,2019-04-25,RUNNING
235,12,Machine_235,Painting,2022-01-29,MAINTENANCE
236,7,Machine_236,CNC,2019-01-26,IDLE
237,4,Machine_237,CNC,2023-10-17,IDLE
238,8,Machine_238,Assembly,2021-08-24,IDLE
239,20,Machine_239,Testing,2026-01-13,RUNNING
240,12,Machine_240,Testing,2020-10-29,MAINTENANCE
241,13,Machine_241,Assembly,2018-02-17,MAINTENANCE
242,9,Machine_242,Cutting,2017-10-21,IDLE
243,1,Machine_243,Painting,2016-07-24,MAINTENANCE
244,21,Machine_244,CNC,2025-02-15,MAINTENANCE
245,11,Machine_245,CNC,2024-05-24,RUNNING
246,8,Machine_246,Packaging,2022-08-26,RUNNING
247,18,Machine_247,Packaging,2026-02-24,IDLE
248,17,Machine_248,Assembly,2024-09-22,MAINTENANCE
249,15,Machine_249,Assembly,2024-11-23,RUNNING
250,23,Machine_250,Cutting,2025-08-31,RUNNING
251,17,Machine_251,Cutting,2025-11-22,RUNNING
252,16,Machine_252,Cutting,2020-11-13,MAINTENANCE
253,23,Machine_253,Painting,2018-06-24,IDLE
254,25,Machine_254,Testing,2018-12-21,RUNNING
255,12,Machine_255,Assembly,2017-11-27,IDLE
256,12,Machine_256,Welding,2020-11-10,RUNNING
257,9,Machine_257,Packaging,2022-03-23,MAINTENANCE
258,10,Machine_258,Packaging,2017-11-13,RUNNING
259,4,Machine_259,Cutting,2018-08-12,RUNNING
260,8,Machine_260,Packaging,2018-10-14,MAINTENANCE
261,6,Machine_261,CNC,2024-12-03,IDLE
262,9,Machine_262,Testing,2025-07-14,MAINTENANCE
263,14,Machine_263,Welding,2023-01-20,MAINTENANCE
264,4,Machine_264,Testing,2023-06-27,IDLE
265,6,Machine_265,Testing,2020-10-06,IDLE
266,20,Machine_266,Painting,2025-09-21,MAINTENANCE
267,12,Machine_267,Cutting,2019-02-09,IDLE
268,23,Machine_268,Assembly,2019-09-13,IDLE
269,2,Machine_269,Testing,2023-10-10,RUNNING
270,16,Machine_270,Testing,2021-07-05,RUNNING
271,11,Machine_271,Welding,2023-02-07,RUNNING
272,21,Machine_272,CNC,2022-12-22,IDLE
273,2,Machine_273,CNC,2019-03-22,MAINTENANCE
274,12,Machine_274,Welding,2024-03-14,IDLE
275,12,Machine_275,Assembly,2017-07-21,IDLE
276,16,Machine_276,Cutting,2022-05-25,MAINTENANCE
277,18,Machine_277,Testing,2018-08-16,MAINTENANCE
278,9,Machine_278,Assembly,2023-02-07,IDLE
279,18,Machine_279,Welding,2016-11-27,RUNNING
280,19,Machine_280,Cutting,2026-05-16,RUNNING
281,4,Machine_281,Painting,2022-01-04,RUNNING
282,21,Machine_282,Cutting,2024-10-27,IDLE
283,18,Machine_283,CNC,2020-06-02,RUNNING
284,1,Machine_284,Painting,2024-07-23,IDLE
285,19,Machine_285,Packaging,2016-10-23,MAINTENANCE
286,18,Machine_286,Cutting,2019-04-05,RUNNING
287,9,Machine_287,Cutting,2023-08-06,RUNNING
288,13,Machine_288,Packaging,2023-07-25,RUNNING
289,7,Machine_289,Painting,2021-11-19,MAINTENANCE
290,3,Machine_290,Cutting,2018-03-01,RUNNING
291,16,Machine_291,CNC,2021-07-30,MAINTENANCE
292,18,Machine_292,Assembly,2019-01-15,IDLE
293,20,Machine_293,CNC,2019-08-15,RUNNING
294,10,Machine_294,Assembly,2021-08-14,MAINTENANCE
295,19,Machine_295,Assembly,2018-07-19,RUNNING
296,21,Machine_296,Assembly,2019-02-21,MAINTENANCE
297,11,Machine_297,Assembly,2019-05-22,MAINTENANCE
298,19,Machine_298,Welding,2020-05-25,RUNNING
299,22,Machine_299,Painting,2022-09-14,IDLE
300,22,Machine_300,Assembly,2021-06-16,RUNNING
301,3,Machine_301,Welding,2020-05-15,MAINTENANCE
302,23,Machine_302,Painting,2020-04-12,RUNNING
303,11,Machine_303,Welding,2018-10-27,IDLE
304,7,Machine_304,Painting,2022-01-11,MAINTENANCE
305,13,Machine_305,Testing,2017-10-09,IDLE
306,19,Machine_306,Assembly,2021-06-05,RUNNING
307,3,Machine_307,Assembly,2022-06-03,MAINTENANCE
308,18,Machine_308,Assembly,2020-12-28,MAINTENANCE
309,2,Machine_309,Packaging,2019-08-11,MAINTENANCE
310,1,Machine_310,Testing,2024-11-26,MAINTENANCE
311,14,Machine_311,Welding,2022-10-17,MAINTENANCE
312,7,Machine_312,Packaging,2019-11-30,RUNNING
313,10,Machine_313,Painting,2019-02-28,RUNNING
314,5,Machine_314,CNC,2024-12-19,MAINTENANCE
315,6,Machine_315,Painting,2021-05-12,MAINTENANCE
316,3,Machine_316,Cutting,2023-09-17,MAINTENANCE
317,13,Machine_317,Testing,2017-12-06,RUNNING
318,11,Machine_318,CNC,2022-07-24,RUNNING
319,10,Machine_319,Cutting,2026-05-09,RUNNING
320,16,Machine_320,Testing,2021-12-15,RUNNING
321,5,Machine_321,Painting,2022-12-03,IDLE
322,8,Machine_322,Assembly,2019-12-19,IDLE
323,15,Machine_323,CNC,2026-05-09,MAINTENANCE
324,4,Machine_324,Welding,2026-01-17,RUNNING
325,17,Machine_325,Cutting,2017-10-14,IDLE
326,5,Machine_326,Painting,2017-02-06,MAINTENANCE
327,12,Machine_327,Painting,2016-07-18,RUNNING
328,11,Machine_328,CNC,2025-05-24,IDLE
329,6,Machine_329,Cutting,2021-10-28,IDLE
330,14,Machine_330,Testing,2018-11-02,RUNNING
331,5,Machine_331,Painting,2023-02-06,MAINTENANCE
332,24,Machine_332,Painting,2019-08-12,RUNNING
333,5,Machine_333,Testing,2022-05-23,MAINTENANCE
334,3,Machine_334,Welding,2022-10-17,MAINTENANCE
335,18,Machine_335,Packaging,2017-02-07,MAINTENANCE
336,21,Machine_336,Packaging,2020-11-23,MAINTENANCE
337,3,Machine_337,Packaging,2023-12-22,RUNNING
338,1,Machine_338,Cutting,2023-01-22,RUNNING
339,7,Machine_339,Testing,2020-06-04,RUNNING
340,21,Machine_340,Cutting,2018-12-19,MAINTENANCE
341,7,Machine_341,CNC,2026-02-04,IDLE
342,5,Machine_342,Assembly,2018-11-16,IDLE
343,20,Machine_343,Packaging,2020-05-04,RUNNING
344,14,Machine_344,Welding,2019-08-02,MAINTENANCE
345,16,Machine_345,Cutting,2024-06-12,IDLE
346,5,Machine_346,Cutting,2018-08-15,MAINTENANCE
347,21,Machine_347,Cutting,2020-03-29,MAINTENANCE
348,17,Machine_348,Painting,2020-04-15,IDLE
349,9,Machine_349,Testing,2025-03-07,MAINTENANCE
350,20,Machine_350,Packaging,2025-12-31,MAINTENANCE
351,13,Machine_351,CNC,2026-06-09,RUNNING
352,18,Machine_352,Testing,2022-05-20,MAINTENANCE
353,20,Machine_353,Assembly,2020-07-15,RUNNING
354,24,Machine_354,Assembly,2016-08-20,MAINTENANCE
355,20,Machine_355,Painting,2024-09-24,IDLE
356,14,Machine_356,Cutting,2022-07-29,RUNNING
357,13,Machine_357,Painting,2017-01-17,IDLE
358,6,Machine_358,Assembly,2018-04-14,IDLE
359,4,Machine_359,Packaging,2017-05-20,MAINTENANCE
360,6,Machine_360,Welding,2022-03-11,RUNNING
361,4,Machine_361,Painting,2023-10-29,IDLE
362,4,Machine_362,Testing,2017-02-08,IDLE
363,13,Machine_363,Assembly,2026-04-21,RUNNING
364,12,Machine_364,Packaging,2026-02-13,MAINTENANCE
365,21,Machine_365,Cutting,2021-11-27,IDLE
366,5,Machine_366,Welding,2018-11-21,RUNNING
367,12,Machine_367,Testing,2018-04-16,IDLE
368,7,Machine_368,Cutting,2026-02-02,MAINTENANCE
369,17,Machine_369,CNC,2017-02-18,IDLE
370,4,Machine_370,Cutting,2023-04-13,MAINTENANCE
371,16,Machine_371,Testing,2019-11-20,RUNNING
372,11,Machine_372,CNC,2024-06-02,MAINTENANCE
373,10,Machine_373,Painting,2016-07-25,RUNNING
374,10,Machine_374,Cutting,2017-03-09,IDLE
375,21,Machine_375,CNC,2024-12-01,IDLE
376,22,Machine_376,Testing,2018-05-28,RUNNING
377,18,Machine_377,CNC,2024-03-22,IDLE
378,15,Machine_378,Welding,2023-02-21,MAINTENANCE
379,16,Machine_379,Cutting,2025-05-11,MAINTENANCE
380,25,Machine_380,Welding,2025-10-01,MAINTENANCE
381,8,Machine_381,Painting,2020-09-21,IDLE
382,16,Machine_382,CNC,2024-10-18,IDLE
383,15,Machine_383,Cutting,2024-07-19,MAINTENANCE
384,3,Machine_384,Packaging,2021-08-08,RUNNING
385,6,Machine_385,Assembly,2016-11-01,MAINTENANCE
386,3,Machine_386,Cutting,2017-09-21,IDLE
387,17,Machine_387,Packaging,2025-03-21,IDLE
388,17,Machine_388,Assembly,2024-03-12,RUNNING
389,18,Machine_389,Testing,2019-05-18,MAINTENANCE
390,1,Machine_390,Cutting,2021-07-01,IDLE
391,25,Machine_391,Welding,2019-06-11,IDLE
392,7,Machine_392,Assembly,2019-07-15,RUNNING
393,5,Machine_393,Painting,2026-01-23,IDLE
394,13,Machine_394,CNC,2021-12-01,RUNNING
395,3,Machine_395,Packaging,2016-11-25,IDLE
396,22,Machine_396,Testing,2023-07-28,IDLE
397,3,Machine_397,Welding,2023-04-30,IDLE
398,11,Machine_398,Cutting,2020-09-06,RUNNING
399,17,Machine_399,Testing,2021-10-17,IDLE
400,21,Machine_400,Assembly,2025-01-30,RUNNING
401,8,Machine_401,Welding,2017-06-26,RUNNING
402,25,Machine_402,Packaging,2019-10-26,MAINTENANCE
403,20,Machine_403,Assembly,2019-01-12,RUNNING
404,8,Machine_404,Cutting,2021-08-24,MAINTENANCE
405,19,Machine_405,CNC,2019-10-04,RUNNING
406,1,Machine_406,Packaging,2021-01-29,RUNNING
407,2,Machine_407,Packaging,2023-11-14,IDLE
408,6,Machine_408,Packaging,2023-03-31,IDLE
409,18,Machine_409,Painting,2020-07-04,IDLE
410,23,Machine_410,Welding,2024-09-10,MAINTENANCE
411,4,Machine_411,Assembly,2017-11-02,MAINTENANCE
412,5,Machine_412,Welding,2022-12-03,IDLE
413,10,Machine_413,Testing,2019-02-10,RUNNING
414,14,Machine_414,Cutting,2019-04-16,MAINTENANCE
415,10,Machine_415,Packaging,2019-10-13,IDLE
416,21,Machine_416,Painting,2024-04-15,MAINTENANCE
417,24,Machine_417,Testing,2017-07-28,RUNNING
418,1,Machine_418,Testing,2016-12-12,RUNNING
419,15,Machine_419,Painting,2019-07-02,IDLE
420,6,Machine_420,Cutting,2018-08-01,MAINTENANCE
421,2,Machine_421,CNC,2024-02-13,MAINTENANCE
422,19,Machine_422,Cutting,2018-12-17,RUNNING
423,16,Machine_423,CNC,2024-06-17,RUNNING
424,7,Machine_424,CNC,2018-02-10,MAINTENANCE
425,12,Machine_425,Assembly,2019-09-27,MAINTENANCE
426,8,Machine_426,Painting,2024-09-19,IDLE
427,5,Machine_427,Packaging,2017-05-01,RUNNING
428,11,Machine_428,Welding,2024-02-23,IDLE
429,4,Machine_429,Packaging,2021-05-05,IDLE
430,14,Machine_430,Assembly,2021-10-04,RUNNING
431,19,Machine_431,Assembly,2019-04-07,RUNNING
432,22,Machine_432,Painting,2026-05-04,IDLE
433,25,Machine_433,CNC,2021-08-06,MAINTENANCE
434,6,Machine_434,Painting,2025-08-10,MAINTENANCE
435,22,Machine_435,CNC,2022-06-03,RUNNING
436,19,Machine_436,Painting,2021-02-20,IDLE
437,18,Machine_437,Assembly,2024-02-29,IDLE
438,21,Machine_438,Welding,2020-12-11,RUNNING
439,12,Machine_439,Painting,2017-03-30,IDLE
440,8,Machine_440,Testing,2016-09-04,MAINTENANCE
441,20,Machine_441,Cutting,2021-03-06,RUNNING
442,8,Machine_442,CNC,2024-03-29,IDLE
443,4,Machine_443,Assembly,2023-10-12,IDLE
444,13,Machine_444,CNC,2023-10-29,IDLE
445,23,Machine_445,Assembly,2021-05-04,IDLE
446,9,Machine_446,Assembly,2022-05-11,IDLE
447,20,Machine_447,Welding,2024-02-06,MAINTENANCE
448,8,Machine_448,Packaging,2018-08-03,IDLE
449,24,Machine_449,Testing,2025-09-13,RUNNING
450,18,Machine_450,Packaging,2019-08-17,RUNNING
451,21,Machine_451,Testing,2018-06-11,IDLE
452,11,Machine_452,Assembly,2019-03-07,RUNNING
453,6,Machine_453,Cutting,2016-11-06,RUNNING
454,15,Machine_454,Painting,2022-02-28,MAINTENANCE
455,2,Machine_455,Welding,2024-02-02,RUNNING
456,23,Machine_456,Painting,2019-03-14,IDLE
457,20,Machine_457,Assembly,2025-11-22,RUNNING
458,21,Machine_458,Assembly,2025-11-27,MAINTENANCE
459,12,Machine_459,Testing,2026-01-12,RUNNING
460,11,Machine_460,Assembly,2018-02-15,IDLE
461,11,Machine_461,Cutting,2021-12-10,IDLE
462,5,Machine_462,CNC,2019-12-05,IDLE
463,11,Machine_463,Testing,2022-09-20,IDLE
464,24,Machine_464,Painting,2020-10-22,IDLE
465,19,Machine_465,Assembly,2018-06-10,RUNNING
466,3,Machine_466,Welding,2021-05-04,RUNNING
467,7,Machine_467,Cutting,2019-09-01,IDLE
468,22,Machine_468,Welding,2017-02-20,RUNNING
469,3,Machine_469,CNC,2024-02-21,MAINTENANCE
470,6,Machine_470,Packaging,2020-08-08,IDLE
471,9,Machine_471,Packaging,2017-04-05,MAINTENANCE
472,2,Machine_472,Testing,2016-08-05,MAINTENANCE
473,8,Machine_473,Cutting,2020-12-19,MAINTENANCE
474,9,Machine_474,Assembly,2018-03-26,IDLE
475,14,Machine_475,Painting,2023-03-18,MAINTENANCE
476,14,Machine_476,Welding,2020-02-15,MAINTENANCE
477,1,Machine_477,Packaging,2020-08-05,MAINTENANCE
478,18,Machine_478,Cutting,2019-08-21,RUNNING
479,16,Machine_479,Testing,2020-09-19,RUNNING
480,6,Machine_480,Testing,2020-11-09,IDLE
481,11,Machine_481,Welding,2026-02-15,RUNNING
482,6,Machine_482,Packaging,2020-02-07,MAINTENANCE
483,16,Machine_483,CNC,2020-06-14,IDLE
484,16,Machine_484,Welding,2019-07-14,RUNNING
485,25,Machine_485,Welding,2018-09-19,IDLE
486,10,Machine_486,Cutting,2019-12-01,RUNNING
487,11,Machine_487,Welding,2019-02-05,RUNNING
488,6,Machine_488,Packaging,2025-09-06,RUNNING
489,1,Machine_489,Packaging,2021-02-01,RUNNING
490,24,Machine_490,Cutting,2021-04-27,IDLE
491,13,Machine_491,Assembly,2025-09-25,RUNNING
492,10,Machine_492,Packaging,2023-11-22,IDLE
493,25,Machine_493,Painting,2019-12-29,IDLE
494,17,Machine_494,Painting,2018-02-23,MAINTENANCE
495,5,Machine_495,Testing,2026-02-07,RUNNING
496,11,Machine_496,Testing,2025-07-21,RUNNING
497,5,Machine_497,Testing,2024-09-08,RUNNING
