product_id,product_name,category,unit_cost
156,Product_156,Conveyor,4448.59
157,Product_157,Bearing,1856.67
158,Product_158,Bearing,2795.45
159,Product_159,Compressor,3306.11
160,Product_160,Gear,4263.32
161,Product_161,Compressor,187.82
162,Product_162,Gear,4618.0
163,Product_163,Motor,2950.66
164,Product_164,Pump,1021.14
165,Product_165,Switch,2082.94
166,Product_166,Valve,4323.98
167,Product_167,Sensor,1313.93
168,Product_168,Compressor,2607.81
169,Product_169,Switch,3688.52
170,Product_170,Switch,4166.4
171,Product_171,Switch,3069.46
172,Product_172,Bearing,342.73
173,Product_173,Motor,4470.37
174,Product_174,Bearing,393.71
175,Product_175,Compressor,3732.75
176,Product_176,Compressor,115.86
177,Product_177,Valve,1624.62
178,Product_178,Switch,3981.15
179,Product_179,Motor,3499.62
180,Product_180,Transformer,2001.14
181,Product_181,Compressor,1857.87
182,Product_182,Sensor,1746.77
183,Product_183,Compressor,1620.17
184,Product_184,Gear,4183.36
185,Product_185,Switch,1581.44
186,Product_186,Conveyor,4211.44
187,Product_187,Bearing,4762.18
188,Product_188,Valve,2787.16
189,Product_189,Compressor,653.91
190,Product_190,Sensor,3247.45
191,Product_191,Motor,4526.79
192,Product_192,Conveyor,289.31
193,Product_193,Bearing,4781.56
194,Product_194,Bearing,1196.8
195,Product_195,Transformer,3988.82
196,Product_196,Valve,573.67
197,Product_197,Compressor,3988.07
198,Product_198,Conveyor,1769.52
199,Product_199,Sensor,1616.12
200,Product_200,Motor,3799.88
201,Product_201,Pump,1521.36
202,Product_202,Transformer,845.11
203,Product_203,Switch,2663.03
204,Product_204,Compressor,2967.08
205,Product_205,Conveyor,124.22
206,Product_206,Valve,3182.82
207,Product_207,Conveyor,2511.89
208,Product_208,Switch,3621.2
209,Product_209,Motor,1085.57
210,Product_210,Pump,220.67
211,Product_211,Bearing,150.42
212,Product_212,Pump,337.1
213,Product_213,Motor,3525.7
214,Product_214,Transformer,3041.45
215,Product_215,Pump,4882.81
216,Product_216,Transformer,4724.74
217,Product_217,Conveyor,4182.2
218,Product_218,Pump,3644.68
219,Product_219,Switch,4444.99
220,Product_220,Bearing,508.82
221,Product_221,Conveyor,4701.8
222,Product_222,Sensor,2614.87
223,Product_223,Sensor,1412.28
224,Product_224,Transformer,4733.08
225,Product_225,Compressor,827.92
226,Product_226,Motor,991.39
227,Product_227,Conveyor,3708.49
228,Product_228,Motor,3625.91
229,Product_229,Sensor,1105.53
230,Product_230,Gear,1849.99
231,Product_231,Bearing,4357.16
232,Product_232,Bearing,2620.39
233,Product_233,Motor,3592.8
234,Product_234,Motor,1946.88
235,Product_235,Sensor,663.16
236,Product_236,Motor,2789.46
237,Product_237,Pump,446.25
238,Product_238,Bearing,4482.09
239,Product_239,Gear,4215.33
240,Product_240,Sensor,963.61
241,Product_241,Gear,3192.34
242,Product_242,Sensor,4340.15
243,Product_243,Transformer,2611.31
244,Product_244,Conveyor,4680.05
245,Product_245,Motor,4618.68
246,Product_246,Sensor,2132.58
247,Product_247,Sensor,3237.12
248,Product_248,Motor,1200.36
249,Product_249,Conveyor,1779.69
250,Product_250,Pump,2264.59
251,Product_251,Bearing,3708.24
252,Product_252,Motor,672.6
253,Product_253,Gear,3400.92
254,Product_254,Pump,1128.34
255,Product_255,Motor,4414.86
256,Product_256,Pump,2063.22
257,Product_257,Gear,3874.27
258,Product_258,Pump,4754.69
259,Product_259,Gear,3589.3
260,Product_260,Conveyor,4351.98
261,Product_261,Conveyor,3104.74
262,Product_262,Switch,1822.42
263,Product_263,Compressor,4117.8
264,Product_264,Conveyor,4842.69
265,Product_265,Pump,2647.69
266,Product_266,Sensor,490.54
267,Product_267,Valve,1929.63
268,Product_268,Valve,3373.23
269,Product_269,Sensor,2275.79
270,Product_270,Bearing,993.93
271,Product_271,Sensor,2603.24
272,Product_272,Valve,4679.39
273,Product_273,Conveyor,2600.1
274,Product_274,Transformer,3681.54
275,Product_275,Conveyor,163.68
276,Product_276,Pump,1429.79
277,Product_277,Compressor,648.99
278,Product_278,Sensor,1321.98
279,Product_279,Transformer,4181.6
280,Product_280,Gear,1746.89
281,Product_281,Pump,997.31
282,Product_282,Valve,2343.58
283,Product_283,Pump,3877.03
284,Product_284,Sensor,4116.9
285,Product_285,Sensor,4771.33
286,Product_286,Compressor,52.94
287,Product_287,Sensor,2770.43
288,Product_288,Pump,1947.75
289,Product_289,Conveyor,3117.2
290,Product_290,Pump,4261.06
291,Product_291,Switch,1800.64
292,Product_292,Sensor,2758.4
293,Product_293,Compressor,2722.34
294,Product_294,Pump,3021.91
295,Product_295,Conveyor,253.19
296,Product_296,Valve,1220.89
297,Product_297,Transformer,993.48
298,Product_298,Sensor,4366.82
299,Product_299,Conveyor,2120.23
300,Product_300,Bearing,1006.27
301,Product_301,Gear,821.96
302,Product_302,Switch,2228.55
303,Product_303,Sensor,863.97
304,Product_304,Sensor,1652.26
305,Product_305,Compressor,2521.51
306,Product_306,Valve,1448.11
307,Product_307,Compressor,2934.46
308,Product_308,Motor,3464.51
309,Product_309,Sensor,399.94
310,Product_310,Gear,4445.39
311,Product_311,Conveyor,780.26
312,Product_312,Motor,4513.88
313,Product_313,Compressor,4031.92
314,Product_314,Bearing,3472.31
315,Product_315,Compressor,750.26
316,Product_316,Gear,3457.19
317,Product_317,Pump,4438.76
318,Product_318,Pump,2465.68
319,Product_319,Conveyor,3997.45
320,Product_320,Compressor,4937.56
321,Product_321,Bearing,234.38
322,Product_322,Bearing,1176.8
323,Product_323,Gear,1864.59
324,Product_324,Sensor,3051.83
325,Product_325,Conveyor,4780.05
326,Product_326,Compressor,3147.65
327,Product_327,Transformer,4485.48
328,Product_328,Valve,4500.13
329,Product_329,Conveyor,2320.62
330,Product_330,Bearing,2339.83
331,Product_331,Bearing,3713.95
332,Product_332,Transformer,3252.12
333,Product_333,Compressor,3816.02
334,Product_334,Valve,3512.38
335,Product_335,Motor,2076.29
336,Product_336,Gear,1687.28
337,Product_337,Transformer,4814.49
338,Product_338,Conveyor,3208.41
339,Product_339,Sensor,4670.88
340,Product_340,Bearing,552.8
341,Product_341,Motor,1233.55
342,Product_342,Transformer,3754.65
343,Product_343,Compressor,568.91
344,Product_344,Valve,306.54
345,Product_345,Valve,472.97
346,Product_346,Gear,2572.62
347,Product_347,Conveyor,4695.79
348,Product_348,Sensor,1371.27
349,Product_349,Gear,4782.95
350,Product_350,Transformer,2880.06
351,Product_351,Compressor,4716.92
352,Product_352,Conveyor,3961.04
353,Product_353,Bearing,301.43
354,Product_354,Valve,2160.47
355,Product_355,Bearing,1210.94
356,Product_356,Gear,4124.28
357,Product_357,Switch,3672.67
358,Product_358,Conveyor,2193.58
359,Product_359,Bearing,1253.0
360,Product_360,Motor,3629.43
361,Product_361,Bearing,905.22
362,Product_362,Transformer,3185.01
363,Product_363,Compressor,103.13
364,Product_364,Pump,2913.23
365,Product_365,Transformer,3256.77
366,Product_366,Compressor,3168.49
367,Product_367,Pump,890.0
368,Product_368,Gear,3641.36
369,Product_369,Valve,3417.61
370,Product_370,Compressor,3895.76
371,Product_371,Transformer,1960.78
372,Product_372,Transformer,3276.08
373,Product_373,Sensor,2988.08
374,Product_374,Motor,868.83
375,Product_375,Compressor,3419.3
376,Product_376,Pump,3371.36
377,Product_377,Sensor,1316.2
378,Product_378,Transformer,4077.91
379,Product_379,Transformer,474.22
380,Product_380,Sensor,2731.52
381,Product_381,Switch,2514.69
382,Product_382,Switch,2050.72
383,Product_383,Sensor,1109.44
384,Product_384,Transformer,3007.66
385,Product_385,Switch,1311.79
386,Product_386,Motor,3591.75
387,Product_387,Gear,927.63
388,Product_388,Sensor,3111.8
389,Product_389,Motor,2080.72
390,Product_390,Conveyor,3504.05
391,Product_391,Bearing,2281.89
392,Product_392,Compressor,3852.06
393,Product_393,Pump,1076.69
394,Product_394,Bearing,3524.02
395,Product_395,Conveyor,4031.95
396,Product_396,Pump,3162.99
397,Product_397,Bearing,1267.61
398,Product_398,Sensor,1363.32
399,Product_399,Motor,2065.4
400,Product_400,Compressor,1211.12
401,Product_401,Bearing,1799.53
402,Product_402,Conveyor,4318.17
403,Product_403,Motor,3981.42
404,Product_404,Conveyor,4418.36
405,Product_405,Transformer,482.44
406,Product_406,Motor,238.05
407,Product_407,Sensor,988.15
408,Product_408,Conveyor,958.01
409,Product_409,Transformer,3208.18
410,Product_410,Valve,4198.18
411,Product_411,Gear,2672.89
412,Product_412,Valve,3069.26
413,Product_413,Transformer,4681.58
414,Product_414,Transformer,3609.47
415,Product_415,Conveyor,889.87
416,Product_416,Gear,1975.79
417,Product_417,Motor,4337.55
418,Product_418,Valve,217.67
419,Product_419,Motor,1956.63
420,Product_420,Bearing,2188.13
421,Product_421,Sensor,3075.72
422,Product_422,Gear,4865.63
423,Product_423,Gear,580.78
424,Product_424,Gear,1051.19
425,Product_425,Compressor,3664.3
426,Product_426,Conveyor,3364.53
427,Product_427,Compressor,3257.79
428,Product_428,Switch,3657.13
429,Product_429,Motor,4036.34
430,Product_430,Gear,2428.12
431,Product_431,Pump,341.21
432,Product_432,Switch,4917.41
433,Product_433,Bearing,3050.39
434,Product_434,Gear,1183.53
435,Product_435,Compressor,3634.4
436,Product_436,Motor,1893.24
437,Product_437,Sensor,3674.07
438,Product_438,Valve,4546.1
439,Product_439,Sensor,2144.88
440,Product_440,Sensor,812.02
441,Product_441,Valve,1686.94
442,Product_442,Motor,4303.11
443,Product_443,Compressor,1101.16
444,Product_444,Bearing,2787.97
445,Product_445,Gear,2374.06
446,Product_446,Compressor,2719.16
447,Product_447,Transformer,4720.86
448,Product_448,Motor,3046.13
449,Product_449,Conveyor,1778.96
450,Product_450,Switch,2939.43
451,Product_451,Gear,2913.94
452,Product_452,Gear,4213.02
453,Product_453,Bearing,4516.26
454,Product_454,Gear,1113.57
455,Product_455,Sensor,2974.96
456,Product_456,Switch,1471.85
457,Product_457,Transformer,233.41
458,Product_458,Pump,4384.19
459,Product_459,Transformer,2690.5
460,Product_460,Valve,1758.44
461,Product_461,Valve,3412.59
462,Product_462,Bearing,2274.26
463,Product_463,Compressor,2395.38
464,Product_464,Gear,2487.51
465,Product_465,Motor,4628.21
466,Product_466,Switch,4433.26
467,Product_467,Gear,1865.89
468,Product_468,Sensor,3744.47
469,Product_469,Conveyor,4341.89
470,Product_470,Valve,1987.0
471,Product_471,Compressor,3650.86
472,Product_472,Pump,4292.09
473,Product_473,Motor,3128.75
474,Product_474,Gear,984.1
475,Product_475,Sensor,4576.53
476,Product_476,Compressor,3251.56
477,Product_477,Gear,1429.11
478,Product_478,Compressor,1379.97
479,Product_479,Conveyor,2084.31
480,Product_480,Switch,2332.7
481,Product_481,Pump,1566.15
482,Product_482,Sensor,2369.26
483,Product_483,Sensor,1913.5
484,Product_484,Bearing,4931.2
485,Product_485,Bearing,1519.07
486,Product_486,Motor,1742.41
487,Product_487,Compressor,4390.55
488,Product_488,Transformer,66.13
489,Product_489,Motor,2226.95
490,Product_490,Pump,4364.38
491,Product_491,Switch,4337.5
492,Product_492,Compressor,522.88
493,Product_493,Motor,2749.55
494,Product_494,Valve,3273.06
495,Product_495,Bearing,1594.71
496,Product_496,Switch,1475.55
497,Product_497,Pump,1880.59
498,Product_498,Valve,4214.57
499,Product_499,Valve,2111.31
500,Product_500,Compressor,4066.36
